STATION,NAME,DATE,TAVG,TMAX,TMIN
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/11/2006,46,53,37
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/12/2006,50,54,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/13/2006,48,50,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/14/2006,53,56,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/15/2006,52,53,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/16/2006,55,58,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/17/2006,56,60,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/18/2006,43,49,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/19/2006,37,41,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/20/2006,34,40,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/21/2006,33,39,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/22/2006,35,41,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/23/2006,38,46,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/24/2006,38,44,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/25/2006,36,44,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/26/2006,44,47,40
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/27/2006,43,48,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/28/2006,35,39,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/29/2006,45,49,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/30/2006,52,56,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/1/2006,46,57,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/2/2006,38,48,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/3/2006,32,41,23
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/4/2006,30,41,17
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/5/2006,17,21,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/6/2006,31,44,17
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/7/2006,44,50,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/8/2006,23,35,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/9/2006,26,32,14
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/10/2006,36,44,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/11/2006,35,41,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/12/2006,29,34,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/13/2006,41,49,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/14/2006,44,49,40
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/15/2006,45,47,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/16/2006,40,49,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/17/2006,38,44,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/18/2006,40,44,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/19/2006,28,33,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/20/2006,26,39,14
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/21/2006,38,46,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/22/2006,28,36,23
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/23/2006,43,49,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/24/2006,39,47,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/25/2006,38,45,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/26/2006,38,41,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/27/2006,27,32,19
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/28/2006,24,33,17
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/29/2006,17,22,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/30/2006,22,30,15
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/31/2006,24,31,17
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/1/2007,35,47,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/2/2007,34,45,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/3/2007,36,44,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/4/2007,42,50,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/5/2007,49,54,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/6/2007,52,55,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/7/2007,40,47,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/8/2007,40,49,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/9/2007,34,40,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/10/2007,25,33,11
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/11/2007,18,34,8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/12/2007,38,41,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/13/2007,33,42,17
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/14/2007,20,25,14
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/15/2007,20,22,17
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/16/2007,13,21,1
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/17/2007,-2,6,-8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/18/2007,18,35,-8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/19/2007,32,40,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/20/2007,19,26,8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/21/2007,11,20,4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/22/2007,14,22,4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/23/2007,20,27,15
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/24/2007,27,37,15
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/25/2007,10,19,-1
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/26/2007,-1,6,-6
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/27/2007,9,22,-5
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/28/2007,18,26,11
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/29/2007,13,20,5
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/30/2007,7,14,1
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/31/2007,15,24,5
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/1/2007,22,28,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/2/2007,30,32,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/3/2007,26,32,16
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/4/2007,17,24,11
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/5/2007,6,11,-2
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/6/2007,10,16,-1
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/7/2007,10,20,4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/8/2007,10,20,4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/9/2007,12,20,7
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/10/2007,15,26,6
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/11/2007,17,24,9
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/12/2007,20,29,5
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/13/2007,8,18,-3
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/14/2007,20,39,9
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/15/2007,17,38,6
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/16/2007,12,18,5
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/17/2007,26,35,19
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/18/2007,27,31,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/19/2007,11,19,0
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/20/2007,14,25,-1
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/21/2007,25,35,15
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/22/2007,22,33,9
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/23/2007,18,26,8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/24/2007,22,35,8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/25/2007,28,41,19
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/26/2007,25,34,16
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/27/2007,29,34,24
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/28/2007,34,44,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/1/2007,27,35,18
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/2/2007,28,39,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/3/2007,35,44,24
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/4/2007,32,39,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/5/2007,27,33,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/6/2007,2,16,-4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/7/2007,5,14,-6
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/8/2007,5,13,-4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/9/2007,16,30,-4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/10/2007,36,42,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/11/2007,39,46,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/12/2007,36,44,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/13/2007,43,50,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/14/2007,45,49,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/15/2007,41,47,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/16/2007,21,26,15
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/17/2007,35,46,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/18/2007,26,32,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/19/2007,28,34,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/20/2007,30,41,19
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/21/2007,24,33,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/22/2007,40,45,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/23/2007,46,58,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/24/2007,35,43,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/25/2007,37,48,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/26/2007,38,45,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/27/2007,38,42,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/28/2007,38,46,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/29/2007,35,46,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/30/2007,39,54,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/31/2007,36,46,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/1/2007,38,47,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/2/2007,35,39,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/3/2007,30,32,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/4/2007,28,30,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/5/2007,31,32,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/6/2007,31,36,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/7/2007,30,33,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/8/2007,31,38,24
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/9/2007,36,45,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/10/2007,35,41,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/11/2007,36,47,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/12/2007,36,45,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/13/2007,34,38,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/14/2007,36,42,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/15/2007,34,36,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/16/2007,35,37,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/17/2007,36,37,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/18/2007,37,40,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/19/2007,44,57,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/20/2007,51,65,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/21/2007,58,70,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/22/2007,46,52,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/23/2007,60,76,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/24/2007,54,63,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/25/2007,45,54,40
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/26/2007,49,62,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/27/2007,41,49,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/28/2007,46,56,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/29/2007,40,43,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/30/2007,39,42,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/1/2007,47,55,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/2/2007,49,58,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/3/2007,47,60,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/4/2007,48,58,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/5/2007,47,56,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/6/2007,44,56,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/7/2007,52,64,40
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/8/2007,57,68,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/9/2007,65,76,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/10/2007,66,80,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/11/2007,55,60,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/12/2007,50,60,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/13/2007,52,62,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/14/2007,51,64,40
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/15/2007,52,55,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/16/2007,44,51,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/17/2007,40,45,37
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/18/2007,39,42,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/19/2007,51,59,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/20/2007,46,50,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/21/2007,47,55,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/22/2007,49,55,40
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/23/2007,46,53,40
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/24/2007,59,74,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/25/2007,78,92,66
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/26/2007,73,85,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/27/2007,58,68,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/28/2007,60,73,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/29/2007,61,69,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/30/2007,60,68,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/31/2007,56,63,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/1/2007,59,69,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/2/2007,61,73,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/3/2007,51,53,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/4/2007,49,55,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/5/2007,57,68,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/6/2007,56,68,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/7/2007,58,72,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/8/2007,62,69,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/9/2007,62,72,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/10/2007,66,77,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/11/2007,67,71,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/12/2007,62,76,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/13/2007,54,58,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/14/2007,53,57,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/15/2007,61,73,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/16/2007,64,74,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/17/2007,66,78,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/18/2007,66,77,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/19/2007,65,76,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/20/2007,62,67,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/21/2007,65,77,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/22/2007,59,72,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/23/2007,56,64,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/24/2007,63,76,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/25/2007,68,76,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/26/2007,74,85,63
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/27/2007,78,90,70
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/28/2007,73,81,64
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/29/2007,61,72,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/30/2007,62,71,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/1/2007,59,68,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/2/2007,59,71,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/3/2007,62,73,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/4/2007,65,75,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/5/2007,61,68,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/6/2007,64,78,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/7/2007,63,72,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/8/2007,61,70,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/9/2007,59,66,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/10/2007,65,79,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/11/2007,64,67,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/12/2007,67,78,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/13/2007,69,76,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/14/2007,67,75,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/15/2007,65,72,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/16/2007,69,78,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/17/2007,71,80,62
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/18/2007,64,74,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/19/2007,62,69,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/20/2007,65,71,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/21/2007,65,72,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/22/2007,69,78,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/23/2007,64,70,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/24/2007,66,76,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/25/2007,73,85,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/26/2007,77,89,69
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/27/2007,77,89,68
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/28/2007,69,78,66
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/29/2007,70,79,64
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/30/2007,69,80,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/31/2007,74,84,65
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/1/2007,72,82,64
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/2/2007,74,84,64
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/3/2007,76,86,65
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/4/2007,70,79,65
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/5/2007,67,76,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/6/2007,62,72,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/7/2007,66,80,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/8/2007,64,70,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/9/2007,65,76,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/10/2007,66,73,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/11/2007,69,80,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/12/2007,72,83,64
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/13/2007,66,72,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/14/2007,62,69,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/15/2007,63,69,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/16/2007,68,77,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/17/2007,65,73,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/18/2007,58,68,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/19/2007,57,68,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/20/2007,58,68,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/21/2007,61,72,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/22/2007,62,72,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/23/2007,61,68,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/24/2007,66,70,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/25/2007,76,86,68
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/26/2007,74,86,67
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/27/2007,69,80,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/28/2007,69,79,62
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/29/2007,68,76,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/30/2007,70,79,62
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/31/2007,64,70,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/1/2007,62,73,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/2/2007,60,72,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/3/2007,66,77,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/4/2007,62,72,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/5/2007,58,68,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/6/2007,60,67,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/7/2007,71,83,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/8/2007,75,85,68
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/9/2007,60,69,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/10/2007,56,58,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/11/2007,57,59,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/12/2007,60,68,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/13/2007,58,66,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/14/2007,58,65,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/15/2007,55,58,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/16/2007,51,62,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/17/2007,53,63,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/18/2007,56,65,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/19/2007,58,67,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/20/2007,61,70,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/21/2007,60,72,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/22/2007,56,61,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/23/2007,64,74,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/24/2007,62,75,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/25/2007,70,81,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/26/2007,73,81,66
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/27/2007,67,72,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/28/2007,62,68,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/29/2007,56,68,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/30/2007,49,59,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/1/2007,52,59,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/2/2007,56,62,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/3/2007,62,69,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/4/2007,66,77,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/5/2007,65,74,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/6/2007,62,72,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/7/2007,50,57,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/8/2007,46,51,41
