STATION,NAME,DATE,TAVG,TMAX,TMIN
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/24/2003,50,54,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/25/2003,46,50,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/26/2003,32,35,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/27/2003,31,35,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/28/2003,36,46,23
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/29/2003,45,55,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/30/2003,43,48,37
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",12/31/2003,36,40,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/1/2004,33,34,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/6/2004,50,57,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/7/2004,4,4,4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/8/2004,-2,4,-8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/9/2004,-3,5,-10
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/10/2004,-4,3,-11
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/11/2004,6,19,-10
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/12/2004,20,25,15
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/13/2004,13,23,-7
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/14/2004,-10,-4,-16
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/15/2004,-9,1,-14
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/16/2004,1,16,-16
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/17/2004,22,32,14
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/18/2004,24,33,16
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/19/2004,19,25,14
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/20/2004,17,26,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/21/2004,17,29,9
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/22/2004,22,28,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/23/2004,9,18,-2
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/24/2004,0,9,-7
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/25/2004,-3,7,-12
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/26/2004,-1,9,-9
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/27/2004,9,25,-6
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/28/2004,12,21,3
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/29/2004,17,21,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/30/2004,13,22,4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/31/2004,10,20,0
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/1/2004,23,34,9
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/2/2004,30,39,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/3/2004,32,38,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/4/2004,35,43,23
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/5/2004,22,30,18
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/6/2004,22,32,14
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/7/2004,26,30,19
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/8/2004,11,15,7
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/9/2004,26,35,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/10/2004,35,44,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/11/2004,28,39,14
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/12/2004,18,26,8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/13/2004,30,37,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/14/2004,32,41,17
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/15/2004,6,14,0
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/16/2004,11,22,3
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/17/2004,12,22,-2
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/18/2004,25,28,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/19/2004,26,30,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/20/2004,31,42,19
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/21/2004,30,33,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/22/2004,23,26,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/23/2004,27,36,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/24/2004,25,36,15
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/25/2004,27,40,15
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/26/2004,24,35,16
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/27/2004,26,37,11
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/28/2004,30,43,19
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/29/2004,33,43,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/1/2004,37,46,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/2/2004,38,41,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/3/2004,39,48,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/4/2004,36,44,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/5/2004,34,38,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/6/2004,39,44,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/7/2004,31,37,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/8/2004,26,31,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/9/2004,24,34,17
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/10/2004,30,38,24
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/11/2004,33,38,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/12/2004,33,38,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/13/2004,31,41,21
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/14/2004,28,38,18
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/15/2004,37,45,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/16/2004,29,34,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/17/2004,20,26,13
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/18/2004,19,28,11
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/19/2004,25,31,18
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/20/2004,29,40,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/21/2004,33,38,30
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/22/2004,21,29,10
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/23/2004,23,31,8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/24/2004,33,41,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/25/2004,38,45,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/26/2004,40,42,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/27/2004,42,44,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/28/2004,36,45,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/29/2004,32,42,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/30/2004,32,40,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/31/2004,37,46,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/1/2004,41,46,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/2/2004,35,38,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/3/2004,37,39,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/4/2004,38,43,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/5/2004,30,36,24
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/6/2004,32,42,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/7/2004,39,50,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/8/2004,42,53,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/9/2004,44,56,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/10/2004,38,47,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/11/2004,38,49,28
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/12/2004,42,51,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/13/2004,40,50,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/14/2004,48,50,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/15/2004,41,46,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/16/2004,36,40,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/17/2004,45,56,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/18/2004,53,64,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/19/2004,53,61,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/20/2004,52,59,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/21/2004,41,47,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/22/2004,49,59,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/23/2004,43,49,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/24/2004,39,49,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/25/2004,37,51,24
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/26/2004,37,39,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/27/2004,42,51,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/28/2004,46,58,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/29/2004,47,55,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/30/2004,64,80,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/1/2004,61,71,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/2/2004,57,63,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/3/2004,52,56,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/4/2004,45,51,37
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/5/2004,47,56,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/6/2004,52,61,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/7/2004,57,74,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/8/2004,45,59,32
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/9/2004,51,58,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/10/2004,49,55,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/11/2004,67,79,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/12/2004,63,75,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/13/2004,47,52,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/14/2004,47,54,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/15/2004,63,76,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/16/2004,51,62,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/17/2004,53,65,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/18/2004,50,57,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/19/2004,62,71,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/20/2004,60,71,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/21/2004,59,76,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/22/2004,46,51,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/23/2004,49,57,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/24/2004,49,53,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/25/2004,44,47,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/26/2004,42,43,40
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/27/2004,48,56,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/28/2004,47,49,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/29/2004,51,60,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/30/2004,53,65,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/31/2004,53,65,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/1/2004,46,49,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/2/2004,45,48,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/3/2004,51,64,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/4/2004,57,69,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/5/2004,58,67,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/6/2004,55,63,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/7/2004,48,55,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/8/2004,62,78,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/9/2004,77,90,63
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/10/2004,61,71,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/11/2004,58,70,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/12/2004,60,70,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/13/2004,61,71,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/14/2004,57,62,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/15/2004,66,80,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/16/2004,69,80,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/17/2004,72,80,63
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/18/2004,63,71,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/19/2004,53,57,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/20/2004,57,68,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/21/2004,63,75,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/22/2004,61,72,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/23/2004,58,71,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/24/2004,50,55,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/25/2004,53,57,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/26/2004,56,58,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/27/2004,60,70,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/28/2004,62,72,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/29/2004,59,66,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/30/2004,63,71,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/1/2004,65,73,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/2/2004,61,69,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/3/2004,61,71,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/4/2004,62,72,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/5/2004,57,61,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/6/2004,65,75,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/7/2004,66,74,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/8/2004,59,63,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/9/2004,58,61,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/10/2004,64,72,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/11/2004,66,77,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/12/2004,68,79,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/13/2004,62,70,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/14/2004,59,65,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/15/2004,58,61,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/16/2004,64,73,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/17/2004,69,79,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/18/2004,69,78,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/19/2004,63,69,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/20/2004,69,78,62
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/21/2004,71,81,62
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/22/2004,67,73,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/24/2004,59,61,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/25/2004,61,69,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/26/2004,65,73,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/27/2004,64,69,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/28/2004,58,58,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/29/2004,67,78,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/30/2004,74,83,64
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/31/2004,70,75,67
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/1/2004,70,75,66
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/2/2004,76,84,66
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/3/2004,72,80,63
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/4/2004,73,80,65
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/5/2004,69,73,64
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/6/2004,65,68,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/7/2004,66,71,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/8/2004,62,69,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/9/2004,66,78,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/10/2004,73,81,65
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/11/2004,65,69,63
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/12/2004,67,73,64
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/13/2004,65,67,63
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/14/2004,71,80,65
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/15/2004,63,65,62
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/16/2004,60,65,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/17/2004,65,75,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/18/2004,68,74,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/19/2004,64,66,61
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/20/2004,69,75,65
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/21/2004,65,67,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/22/2004,60,69,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/23/2004,65,70,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/24/2004,55,60,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/25/2004,62,71,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/26/2004,62,71,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/27/2004,66,71,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/28/2004,74,85,65
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/29/2004,67,74,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/30/2004,68,77,63
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/31/2004,67,74,60
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/1/2004,65,75,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/2/2004,56,66,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/3/2004,63,70,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/4/2004,59,66,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/5/2004,54,61,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/6/2004,55,62,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/7/2004,64,72,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/8/2004,64,69,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/9/2004,61,66,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/10/2004,61,66,56
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/11/2004,61,73,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/12/2004,61,70,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/13/2004,58,64,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/14/2004,53,61,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/15/2004,58,67,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/16/2004,62,71,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/17/2004,64,71,58
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/18/2004,50,56,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/19/2004,50,54,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/20/2004,55,65,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/21/2004,57,66,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/22/2004,62,69,55
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/23/2004,60,68,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/24/2004,60,71,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/25/2004,62,69,57
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/26/2004,60,67,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/27/2004,60,71,53
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/28/2004,57,60,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/29/2004,49,53,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/30/2004,55,67,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/1/2004,56,67,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/2/2004,56,62,52
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/3/2004,52,61,46
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/4/2004,50,57,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/5/2004,47,53,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/6/2004,44,51,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/7/2004,56,66,47
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/8/2004,57,65,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/9/2004,58,64,54
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/10/2004,56,63,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/11/2004,51,57,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/12/2004,45,47,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/13/2004,54,64,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/14/2004,53,63,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/15/2004,52,54,49
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/16/2004,54,58,50
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/17/2004,50,56,45
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/18/2004,47,56,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/19/2004,43,52,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/20/2004,42,50,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/21/2004,42,47,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/22/2004,45,48,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/23/2004,44,46,41
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/24/2004,44,45,42
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/25/2004,45,46,43
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/26/2004,45,52,39
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/27/2004,46,57,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/28/2004,40,49,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/29/2004,42,49,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/30/2004,45,51,38
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/31/2004,53,58,48
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/1/2004,46,51,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/2/2004,38,44,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/3/2004,41,46,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/4/2004,40,45,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/5/2004,41,45,37
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/6/2004,43,50,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/7/2004,46,51,36
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/8/2004,36,49,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/9/2004,28,36,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/10/2004,30,38,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/11/2004,42,48,31
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/12/2004,31,35,27
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/13/2004,28,31,25
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/14/2004,28,35,20
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/15/2004,31,39,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/16/2004,29,36,24
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/17/2004,31,39,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/18/2004,40,43,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/19/2004,44,52,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/20/2004,36,43,29
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/21/2004,38,41,35
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/22/2004,39,46,33
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/23/2004,40,47,34
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/24/2004,44,48,41
